,Livesp,lat,Floor,Price,Dist,Kitsp,Walk,Bal,New,Rooms,lon,Totsp,Nfloors,N,Metrdist,Brick,District,Tel
2121,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2121,25,,0,1.0
2122,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2122,5,1.0,0,1.0
2123,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2123,20,1.0,0,0.0
2124,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2124,15,0.0,0,1.0
2125,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2125,8,1.0,0,
2126,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2126,17,0.0,0,1.0
2127,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2127,10,0.0,0,1.0
2128,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2128,9,1.0,0,
2129,"26,8",55.800438,4,19205300,0.4078308705181054,"30,7",1.0,0.0,0.0,2,37.636706,"81,5",6,2129,10,1.0,0,1.0
2130,"28,4",55.875511,4,8300000,0.4078308705181054,"11,1",1.0,1.0,0.0,2,37.650918,"50,5",16,2130,15,0.0,0,1.0
2131,"20,1",55.823282,15,7600000,0.4078308705181054,"10,5",1.0,1.0,0.0,1,37.595869,39,22,2131,8,0.0,0,0.0
2132,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2132,8,1.0,0,
2133,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2133,8,1.0,0,1.0
2134,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2134,10,1.0,0,1.0
2135,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2135,14,1.0,0,1.0
2136,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2136,20,1.0,0,1.0
2137,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2137,24,1.0,0,0.0
2138,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2138,8,1.0,0,
2139,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2139,,,0,0.0
2140,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2140,8,1.0,0,
2141,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2141,,0.0,0,1.0
2142,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2142,20,,0,1.0
2143,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2143,9,1.0,0,1.0
2144,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2144,15,1.0,0,1.0
2145,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2145,5,1.0,0,
2146,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2146,8,1.0,0,
2147,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2147,8,1.0,0,1.0
2148,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2148,5,,0,1.0
2149,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2149,25,,0,1.0
2150,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2150,5,1.0,0,1.0
2151,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2151,20,1.0,0,0.0
2152,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2152,15,0.0,0,1.0
2153,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2153,8,1.0,0,
2154,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2154,17,0.0,0,1.0
2155,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2155,10,0.0,0,1.0
2156,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2156,9,1.0,0,
2157,19,55.877693,11,6650000,0.4078308705181054,9,1.0,1.0,,1,37.681946,39,16,2157,20,0.0,0,1.0
2158,"34,8",55.823803,3,10880000,0.4078308705181054,"7,8",1.0,,0.0,2,37.646157,"54,2",8,2158,5,0.0,0,0.0
2159,"16,9",55.879981,16,4717500,0.4078308705181054,"10,5",1.0,1.0,,1,37.597562,"42,5",20,2159,8,1.0,0,
2160,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2160,8,1.0,0,
2161,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2161,8,1.0,0,1.0
2162,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2162,10,1.0,0,1.0
2163,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2163,14,1.0,0,1.0
2164,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2164,20,1.0,0,1.0
2165,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2165,24,1.0,0,0.0
2166,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2166,8,1.0,0,
2167,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2167,,,0,0.0
2168,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2168,8,1.0,0,
2169,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2169,,0.0,0,1.0
2170,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2170,20,,0,1.0
2171,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2171,9,1.0,0,1.0
2172,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2172,15,1.0,0,1.0
2173,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2173,5,1.0,0,
2174,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2174,8,1.0,0,
2175,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2175,8,1.0,0,1.0
2176,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2176,5,,0,1.0
2177,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2177,25,,0,1.0
2178,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2178,5,1.0,0,1.0
2179,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2179,20,1.0,0,0.0
2180,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2180,15,0.0,0,1.0
2181,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2181,8,1.0,0,
2182,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2182,17,0.0,0,1.0
2183,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2183,10,0.0,0,1.0
2184,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2184,9,1.0,0,
2185,"17,4",55.879981,2,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2185,8,1.0,0,
2186,"15,4",55.877693,1,5100000,0.4078308705181054,6,1.0,,0.0,1,37.677643,"28,3",5,2186,17,1.0,0,0.0
2187,19,55.877693,11,6650000,0.4078308705181054,9,1.0,1.0,,1,37.681946,39,16,2187,20,0.0,0,1.0
2188,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2188,8,1.0,0,
2189,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2189,8,1.0,0,1.0
2190,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2190,10,1.0,0,1.0
2191,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2191,14,1.0,0,1.0
2192,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2192,20,1.0,0,1.0
2193,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2193,24,1.0,0,0.0
2194,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2194,8,1.0,0,
2195,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2195,,,0,0.0
2196,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2196,8,1.0,0,
2197,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2197,,0.0,0,1.0
2198,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2198,20,,0,1.0
2199,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2199,9,1.0,0,1.0
2200,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2200,15,1.0,0,1.0
2201,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2201,5,1.0,0,
2202,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2202,8,1.0,0,
2203,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2203,8,1.0,0,1.0
2204,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2204,5,,0,1.0
2205,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2205,25,,0,1.0
2206,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2206,5,1.0,0,1.0
2207,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2207,20,1.0,0,0.0
2208,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2208,15,0.0,0,1.0
2209,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2209,8,1.0,0,
2210,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2210,17,0.0,0,1.0
2211,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2211,10,0.0,0,1.0
2212,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2212,9,1.0,0,
2213,35,55.882414,23,12300000,0.4078308705181054,12,1.0,1.0,0.0,2,37.658176,64,25,2213,5,1.0,0,0.0
2214,"13,1",55.879981,2,4547200,0.4078308705181054,"15,2",1.0,,,1,37.597562,"40,6",20,2214,8,1.0,0,
2215,30,55.826615,6,15700000,0.4078308705181054,10,1.0,1.0,0.0,2,37.623007,52,15,2215,15,0.0,0,1.0
2216,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2216,8,1.0,0,
2217,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2217,8,1.0,0,1.0
2218,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2218,10,1.0,0,1.0
2219,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2219,14,1.0,0,1.0
2220,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2220,20,1.0,0,1.0
2221,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2221,24,1.0,0,0.0
2222,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2222,8,1.0,0,
2223,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2223,,,0,0.0
2224,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2224,8,1.0,0,
2225,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2225,,0.0,0,1.0
2226,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2226,20,,0,1.0
2227,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2227,9,1.0,0,1.0
2228,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2228,15,1.0,0,1.0
2229,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2229,5,1.0,0,
2230,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2230,8,1.0,0,
2231,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2231,8,1.0,0,1.0
2232,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2232,5,,0,1.0
2233,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2233,25,,0,1.0
2234,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2234,5,1.0,0,1.0
2235,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2235,20,1.0,0,0.0
2236,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2236,15,0.0,0,1.0
2237,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2237,8,1.0,0,
2238,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2238,17,0.0,0,1.0
2239,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2239,10,0.0,0,1.0
2240,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2240,9,1.0,0,
2241,"15,7",55.879981,2,5075331,0.4078308705181054,"6,5",1.0,,,2,37.597562,"48,9",20,2241,8,1.0,0,
2242,42,55.804072,6,9686000,0.4078308705181054,"12,5",1.0,1.0,,2,37.590693,"66,8",46,2242,10,1.0,0,1.0
2243,15,55.804072,28,6361182,0.4078308705181054,8,1.0,1.0,,1,37.590693,"30,3",46,2243,10,1.0,0,1.0
2244,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2244,8,1.0,0,
2245,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2245,8,1.0,0,1.0
2246,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2246,10,1.0,0,1.0
2247,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2247,14,1.0,0,1.0
2248,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2248,20,1.0,0,1.0
2249,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2249,24,1.0,0,0.0
2250,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2250,8,1.0,0,
2251,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2251,,,0,0.0
2252,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2252,8,1.0,0,
2253,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2253,,0.0,0,1.0
2254,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2254,20,,0,1.0
2255,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2255,9,1.0,0,1.0
2256,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2256,15,1.0,0,1.0
2257,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2257,5,1.0,0,
2258,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2258,8,1.0,0,
2259,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2259,8,1.0,0,1.0
2260,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2260,5,,0,1.0
2261,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2261,25,,0,1.0
2262,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2262,5,1.0,0,1.0
2263,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2263,20,1.0,0,0.0
2264,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2264,15,0.0,0,1.0
2265,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2265,8,1.0,0,
2266,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2266,17,0.0,0,1.0
2267,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2267,10,0.0,0,1.0
2268,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2268,9,1.0,0,
2269,"33,6",55.872238,2,11217600,0.4078308705181054,"12,2",1.0,1.0,,2,37.68491,"65,6",12,2269,15,1.0,0,1.0
2270,–,55.806621,2,5346730,0.4078308705181054,–,,,,1,37.616962,"35,8",,2270,,,0,
2271,18,55.817309,11,6800000,0.4078308705181054,"7,2",1.0,1.0,0.0,1,37.659649,34,12,2271,10,0.0,0,1.0
2272,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2272,8,1.0,0,
2273,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2273,8,1.0,0,1.0
2274,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2274,10,1.0,0,1.0
2275,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2275,14,1.0,0,1.0
2276,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2276,20,1.0,0,1.0
2277,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2277,24,1.0,0,0.0
2278,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2278,8,1.0,0,
2279,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2279,,,0,0.0
2280,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2280,8,1.0,0,
2281,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2281,,0.0,0,1.0
2282,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2282,20,,0,1.0
2283,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2283,9,1.0,0,1.0
2284,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2284,15,1.0,0,1.0
2285,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2285,5,1.0,0,
2286,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2286,8,1.0,0,
2287,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2287,8,1.0,0,1.0
2288,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2288,5,,0,1.0
2289,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2289,25,,0,1.0
2290,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2290,5,1.0,0,1.0
2291,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2291,20,1.0,0,0.0
2292,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2292,15,0.0,0,1.0
2293,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2293,8,1.0,0,
2294,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2294,17,0.0,0,1.0
2295,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2295,10,0.0,0,1.0
2296,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2296,9,1.0,0,
2297,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2297,15,1.0,0,0.0
2298,"73,1",55.794102,9,16798750,0.4078308705181054,"14,3",,,,2,37.623438,"75,5",15,2298,,,0,
2299,21,55.873461,3,5300000,0.4078308705181054,6,0.0,1.0,0.0,1,37.62607,34,9,2299,19,0.0,0,
2300,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2300,8,1.0,0,
2301,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2301,8,1.0,0,1.0
2302,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2302,10,1.0,0,1.0
2303,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2303,14,1.0,0,1.0
2304,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2304,20,1.0,0,1.0
2305,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2305,24,1.0,0,0.0
2306,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2306,8,1.0,0,
2307,17,55.9203,4,4200000,0.4078308705181054,"12,5",,1.0,0.0,1,37.550217,"40,1",9,2307,,,0,0.0
2308,14,55.880065,4,4331000,0.4078308705181054,10,1.0,1.0,,1,37.597261,"35,5",17,2308,8,1.0,0,
2309,"19,5",55.873753,1,4350000,0.4078308705181054,"7,5",,,,1,37.716576,"35,2",4,2309,,0.0,0,1.0
2310,19,55.870587,8,4400000,0.4078308705181054,6,0.0,,0.0,1,37.715606,33,9,2310,20,,0,1.0
2311,17,55.850472,11,4400000,0.4078308705181054,9,0.0,1.0,,1,37.623784,32,18,2311,9,1.0,0,1.0
2312,"15,5",55.879763,1,4400000,0.4078308705181054,"3,4",0.0,,0.0,1,37.718588,"23,3",5,2312,15,1.0,0,1.0
2313,15,55.804072,7,4414000,0.4078308705181054,–,1.0,,,1,37.590693,"28,5",46,2313,5,1.0,0,
2314,"16,5",55.879981,13,4443376,0.4078308705181054,"13,6",1.0,,,1,37.597562,"40,9",20,2314,8,1.0,0,
2315,"15,5",55.880065,4,4446000,0.4078308705181054,12,1.0,1.0,,1,37.597261,"39,7",20,2315,8,1.0,0,1.0
2316,"18,9",55.885999,1,4475000,0.4078308705181054,"5,9",0.0,,0.0,1,37.690444,"32,6",9,2316,5,,0,1.0
2317,"18,4",55.83525,1,4500000,0.4078308705181054,"5,8",1.0,,0.0,1,37.667393,"30,1",5,2317,25,,0,1.0
2318,16,55.869142,15,4500000,0.4078308705181054,9,1.0,1.0,,1,37.669441,38,17,2318,5,1.0,0,1.0
2319,20,55.888952,4,4500000,0.4078308705181054,10,1.0,,0.0,1,37.639779,33,6,2319,20,1.0,0,0.0
2320,"18,8",55.870587,9,4500000,0.4078308705181054,"6,7",0.0,,0.0,1,37.715606,"32,6",9,2320,15,0.0,0,1.0
2321,"17,3",55.879981,18,4530288,0.4078308705181054,"13,6",1.0,,,1,37.597562,"41,7",20,2321,8,1.0,0,
2322,17,55.874981,9,4550000,0.4078308705181054,7,1.0,1.0,0.0,1,37.647657,33,12,2322,17,0.0,0,1.0
2323,"18,8",55.87188,4,4600000,0.4078308705181054,"6,6",1.0,,0.0,1,37.69401,33,9,2323,10,0.0,0,1.0
2324,18,55.804072,3,4600000,0.4078308705181054,–,1.0,,,1,37.590693,31,46,2324,9,1.0,0,
2325,19,55.88308,7,4790000,0.4078308705181054,7,0.0,,,1,37.689536,34,9,2325,10,0.0,0,1.0
2326,30,55.869289,8,8200000,0.4078308705181054,"8,4",0.0,1.0,0.0,2,37.632969,"53,3",12,2326,15,0.0,0,0.0
2327,"33,2",55.864788,2,12029940,0.4078308705181054,12,1.0,1.0,,2,37.673843,"68,9",14,2327,15,,0,1.0
2328,"17,4",55.879981,18,3127280,0.4078308705181054,–,1.0,,,1,37.597562,"24,8",20,2328,8,1.0,0,
2329,"11,4",55.879824,17,3224000,0.4078308705181054,6,1.0,1.0,0.0,1,37.596489,"24,8",20,2329,8,1.0,0,1.0
2330,"23,5",55.925023,6,3450000,0.4078308705181054,"7,1",0.0,1.0,,1,37.548865,31,8,2330,10,1.0,0,1.0
2331,"14,6",55.878511,5,3550000,0.4078308705181054,4,0.0,,0.0,1,37.717726,23,5,2331,14,1.0,0,1.0
2332,18,55.888952,4,3600000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,"28,7",6,2332,20,1.0,0,1.0
2333,27,55.888952,7,3950000,0.4078308705181054,–,1.0,0.0,0.0,1,37.639779,33,7,2333,24,1.0,0,0.0
2334,"13,9",55.879981,20,4061875,0.4078308705181054,"9,9",1.0,,,1,37.597562,"33,5",20,2334,8,1.0,0,
