,Livesp,lat,Floor,Price,Dist,Kitsp,Walk,Bal,New,Rooms,lon,Totsp,Nfloors,N,Metrdist,Brick,District,Tel
7050,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7050,3,,0,
7051,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7051,3,,0,
7052,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7052,3,,0,
7053,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7053,11,1.0,0,1.0
7054,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7054,5,0.0,0,1.0
7055,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7055,21,,0,1.0
7056,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7056,3,,0,
7057,"34,2",55.85531,16,8500000,0.4078308705181054,10,1.0,1.0,0.0,2,37.362433,"59,9",17,7057,7,,0,1.0
7058,–,55.787442,2,9503800,0.4078308705181054,–,,,,2,37.498168,61,22,7058,,,0,
7059,30,55.790241,6,11745398,0.4078308705181054,12,1.0,1.0,,2,37.475839,61,24,7059,10,1.0,0,1.0
7060,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7060,,,0,
7061,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7061,3,,0,
7062,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7062,15,0.0,0,1.0
7063,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7063,11,0.0,0,
7064,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7064,25,,0,1.0
7065,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7065,3,0.0,0,0.0
7066,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7066,3,,0,
7067,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7067,3,,0,
7068,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7068,3,,0,
7069,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7069,10,,0,0.0
7070,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7070,15,0.0,0,0.0
7071,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7071,27,0.0,0,0.0
7072,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7072,17,,0,1.0
7073,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7073,9,,0,1.0
7074,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7074,11,1.0,0,1.0
7075,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7075,15,0.0,0,1.0
7076,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7076,26,0.0,0,1.0
7077,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7077,10,1.0,0,1.0
7078,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7078,3,,0,
7079,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7079,3,,0,
7080,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7080,3,,0,
7081,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7081,11,1.0,0,1.0
7082,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7082,5,0.0,0,1.0
7083,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7083,21,,0,1.0
7084,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7084,3,,0,
7085,"20,4",55.842337,23,9500000,0.4078308705181054,"11,2",1.0,1.0,0.0,1,37.381199,"50,2",25,7085,7,,0,1.0
7086,"15,3",55.848559,4,9980330,0.4078308705181054,"14,4",1.0,1.0,,1,37.419045,"39,4",22,7086,10,1.0,0,1.0
7087,17,55.822867,2,6790018,0.4078308705181054,"10,3",1.0,1.0,0.0,1,37.437622,"40,8",19,7087,5,1.0,0,0.0
7088,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7088,,,0,
7089,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7089,3,,0,
7090,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7090,15,0.0,0,1.0
7091,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7091,11,0.0,0,
7092,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7092,25,,0,1.0
7093,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7093,3,0.0,0,0.0
7094,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7094,3,,0,
7095,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7095,3,,0,
7096,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7096,3,,0,
7097,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7097,10,,0,0.0
7098,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7098,15,0.0,0,0.0
7099,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7099,27,0.0,0,0.0
7100,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7100,17,,0,1.0
7101,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7101,9,,0,1.0
7102,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7102,11,1.0,0,1.0
7103,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7103,15,0.0,0,1.0
7104,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7104,26,0.0,0,1.0
7105,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7105,10,1.0,0,1.0
7106,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7106,3,,0,
7107,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7107,3,,0,
7108,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7108,3,,0,
7109,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7109,11,1.0,0,1.0
7110,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7110,5,0.0,0,1.0
7111,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7111,21,,0,1.0
7112,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7112,3,,0,
7113,32,55.76916,6,19700000,0.4078308705181054,7,0.0,,0.0,2,37.472593,55,25,7113,5,1.0,0,0.0
7114,"21,5",55.850368,4,5400000,0.4078308705181054,"5,2",1.0,1.0,0.0,1,37.451097,"31,5",9,7114,9,0.0,0,1.0
7115,32,55.774087,1,7200000,0.4078308705181054,"9,5",,,0.0,2,37.493847,"47,1",12,7115,,,0,1.0
7116,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7116,,,0,
7117,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7117,3,,0,
7118,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7118,15,0.0,0,1.0
7119,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7119,11,0.0,0,
7120,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7120,25,,0,1.0
7121,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7121,3,0.0,0,0.0
7122,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7122,3,,0,
7123,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7123,3,,0,
7124,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7124,3,,0,
7125,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7125,10,,0,0.0
7126,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7126,15,0.0,0,0.0
7127,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7127,27,0.0,0,0.0
7128,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7128,17,,0,1.0
7129,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7129,9,,0,1.0
7130,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7130,11,1.0,0,1.0
7131,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7131,15,0.0,0,1.0
7132,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7132,26,0.0,0,1.0
7133,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7133,10,1.0,0,1.0
7134,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7134,3,,0,
7135,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7135,3,,0,
7136,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7136,3,,0,
7137,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7137,11,1.0,0,1.0
7138,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7138,5,0.0,0,1.0
7139,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7139,21,,0,1.0
7140,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7140,3,,0,
7141,32,55.859003,7,11000000,0.4078308705181054,9,1.0,1.0,0.0,2,37.417553,54,17,7141,15,0.0,0,1.0
7142,"15,7",55.797413,8,9124816,0.4078308705181054,"4,2",0.0,1.0,,1,37.497031,"37,3",9,7142,3,,0,
7143,"17,5",55.785757,15,5070650,0.4078308705181054,–,1.0,1.0,,1,37.481724,"26,9",23,7143,10,1.0,0,1.0
7144,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7144,,,0,
7145,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7145,3,,0,
7146,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7146,15,0.0,0,1.0
7147,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7147,11,0.0,0,
7148,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7148,25,,0,1.0
7149,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7149,3,0.0,0,0.0
7150,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7150,3,,0,
7151,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7151,3,,0,
7152,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7152,3,,0,
7153,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7153,10,,0,0.0
7154,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7154,15,0.0,0,0.0
7155,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7155,27,0.0,0,0.0
7156,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7156,17,,0,1.0
7157,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7157,9,,0,1.0
7158,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7158,11,1.0,0,1.0
7159,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7159,15,0.0,0,1.0
7160,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7160,26,0.0,0,1.0
7161,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7161,10,1.0,0,1.0
7162,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7162,3,,0,
7163,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7163,3,,0,
7164,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7164,3,,0,
7165,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7165,11,1.0,0,1.0
7166,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7166,5,0.0,0,1.0
7167,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7167,21,,0,1.0
7168,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7168,3,,0,
7169,20,55.845921,2,6600000,0.4078308705181054,10,1.0,1.0,0.0,1,37.365289,37,9,7169,2,1.0,0,0.0
7170,"15,7",55.797413,8,9124816,0.4078308705181054,"4,2",0.0,1.0,,1,37.497031,"37,3",9,7170,3,,0,
7171,29,55.807982,15,16500000,0.4078308705181054,12,1.0,1.0,0.0,2,37.450845,"57,1",30,7171,12,1.0,0,1.0
7172,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7172,,,0,
7173,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7173,3,,0,
7174,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7174,15,0.0,0,1.0
7175,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7175,11,0.0,0,
7176,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7176,25,,0,1.0
7177,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7177,3,0.0,0,0.0
7178,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7178,3,,0,
7179,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7179,3,,0,
7180,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7180,3,,0,
7181,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7181,10,,0,0.0
7182,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7182,15,0.0,0,0.0
7183,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7183,27,0.0,0,0.0
7184,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7184,17,,0,1.0
7185,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7185,9,,0,1.0
7186,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7186,11,1.0,0,1.0
7187,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7187,15,0.0,0,1.0
7188,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7188,26,0.0,0,1.0
7189,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7189,10,1.0,0,1.0
7190,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7190,3,,0,
7191,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7191,3,,0,
7192,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7192,3,,0,
7193,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7193,11,1.0,0,1.0
7194,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7194,5,0.0,0,1.0
7195,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7195,21,,0,1.0
7196,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7196,3,,0,
7197,20,55.844485,4,5200000,0.4078308705181054,7,,1.0,0.0,1,37.4455,35,9,7197,,0.0,0,1.0
7198,"20,4",55.842337,23,9500000,0.4078308705181054,"11,2",1.0,1.0,0.0,1,37.381199,"50,2",25,7198,7,,0,1.0
7199,20,55.848877,11,6950000,0.4078308705181054,9,1.0,1.0,0.0,1,37.429016,38,12,7199,11,0.0,0,1.0
7200,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7200,,,0,
7201,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7201,3,,0,
7202,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7202,15,0.0,0,1.0
7203,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7203,11,0.0,0,
7204,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7204,25,,0,1.0
7205,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7205,3,0.0,0,0.0
7206,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7206,3,,0,
7207,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7207,3,,0,
7208,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7208,3,,0,
7209,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7209,10,,0,0.0
7210,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7210,15,0.0,0,0.0
7211,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7211,27,0.0,0,0.0
7212,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7212,17,,0,1.0
7213,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7213,9,,0,1.0
7214,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7214,11,1.0,0,1.0
7215,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7215,15,0.0,0,1.0
7216,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7216,26,0.0,0,1.0
7217,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7217,10,1.0,0,1.0
7218,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7218,3,,0,
7219,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7219,3,,0,
7220,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7220,3,,0,
7221,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7221,11,1.0,0,1.0
7222,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7222,5,0.0,0,1.0
7223,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7223,21,,0,1.0
7224,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7224,3,,0,
7225,50,55.825229,2,34000000,0.4078308705181054,30,1.0,,0.0,2,37.488996,80,2,7225,20,1.0,0,1.0
7226,32,55.774087,1,7200000,0.4078308705181054,"9,5",,,0.0,2,37.493847,"47,1",12,7226,,,0,1.0
7227,50,55.781514,22,32000000,0.4078308705181054,–,1.0,1.0,0.0,2,37.472216,75,22,7227,29,,0,0.0
7228,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7228,,,0,
7229,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7229,3,,0,
7230,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7230,15,0.0,0,1.0
7231,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7231,11,0.0,0,
7232,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7232,25,,0,1.0
7233,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7233,3,0.0,0,0.0
7234,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7234,3,,0,
7235,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7235,3,,0,
7236,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7236,3,,0,
7237,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7237,10,,0,0.0
7238,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7238,15,0.0,0,0.0
7239,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7239,27,0.0,0,0.0
7240,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7240,17,,0,1.0
7241,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7241,9,,0,1.0
7242,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7242,11,1.0,0,1.0
7243,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7243,15,0.0,0,1.0
7244,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7244,26,0.0,0,1.0
7245,"6,7",55.785757,6,5235450,0.4078308705181054,"16,5",1.0,1.0,,1,37.481724,33,23,7245,10,1.0,0,1.0
7246,–,55.842603,19,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,7",,7246,3,,0,
7247,–,55.842603,6,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"30,4",,7247,3,,0,
7248,–,55.842603,8,5290000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,5",,7248,3,,0,
7249,22,55.842464,7,5300000,0.4078308705181054,–,1.0,,0.0,1,37.373302,"27,5",25,7249,11,1.0,0,1.0
7250,20,55.778092,1,5300000,0.4078308705181054,"5,5",0.0,0.0,0.0,1,37.473258,32,5,7250,5,0.0,0,1.0
7251,20,55.784784,5,5300000,0.4078308705181054,"5,5",1.0,1.0,0.0,1,37.477327,36,5,7251,21,,0,1.0
7252,–,55.842603,21,5320000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"29,9",,7252,3,,0,
7253,17,55.822867,2,6790018,0.4078308705181054,"10,3",1.0,1.0,0.0,1,37.437622,"40,8",19,7253,5,1.0,0,0.0
7254,30,55.791653,4,8490000,0.4078308705181054,"6,5",0.0,1.0,0.0,2,37.491242,46,9,7254,2,0.0,0,1.0
7255,"19,3",55.827722,7,7200000,0.4078308705181054,"9,6",1.0,1.0,0.0,1,37.42598,"34,6",14,7255,10,0.0,0,1.0
7256,–,55.787442,5,4179465,0.4078308705181054,–,,,,1,37.498168,"24,9",22,7256,,,0,
7257,13,55.849155,5,4350000,0.4078308705181054,4,1.0,,0.0,1,37.444,18,5,7257,3,,0,
7258,20,55.848337,5,4680000,0.4078308705181054,"4,5",1.0,1.0,0.0,1,37.424749,33,9,7258,15,0.0,0,1.0
7259,18,55.842464,12,4900000,0.4078308705181054,7,1.0,,,1,37.373302,29,18,7259,11,0.0,0,
7260,19,55.852177,1,4940000,0.4078308705181054,"6,2",1.0,,0.0,1,37.41034,"39,8",5,7260,25,,0,1.0
7261,20,55.852986,1,5000000,0.4078308705181054,6,1.0,0.0,0.0,1,37.441637,32,5,7261,3,0.0,0,0.0
7262,–,55.842603,16,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,4",,7262,3,,0,
7263,–,55.842603,9,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,6",,7263,3,,0,
7264,–,55.842603,15,5005000,0.4078308705181054,–,0.0,0.0,,1,37.373409,"27,7",,7264,3,,0,
7265,27,55.846977,2,5100000,0.4078308705181054,–,0.0,0.0,0.0,2,37.425225,37,9,7265,10,,0,0.0
7266,"19,5",55.834679,1,5150000,0.4078308705181054,"5,1",1.0,0.0,0.0,1,37.420195,33,9,7266,15,0.0,0,0.0
7267,17,55.777575,5,5150000,0.4078308705181054,6,1.0,1.0,0.0,1,37.49197,33,5,7267,27,0.0,0,0.0
7268,20,55.846704,5,5200000,0.4078308705181054,7,1.0,1.0,0.0,1,37.423428,33,5,7268,17,,0,1.0
7269,19,55.823778,5,5200000,0.4078308705181054,6,1.0,,0.0,1,37.452749,30,5,7269,9,,0,1.0
7270,20,55.842464,8,5200000,0.4078308705181054,5,1.0,,,1,37.373302,27,22,7270,11,1.0,0,1.0
7271,"17,5",55.850434,1,5200000,0.4078308705181054,10,1.0,,,1,37.416547,"34,5",12,7271,15,0.0,0,1.0
7272,18,55.853097,11,5200000,0.4078308705181054,"8,2",1.0,1.0,0.0,1,37.414382,32,12,7272,26,0.0,0,1.0
